EurocontrolID,Plane,Dep,Arr,Dep(start-coordinates),Arr(end-coordinates),CO2,NOX,Time,Distance,Haul,Start-Date,End-date
239861783,b772,Amsterdam,Seoul,"[52.30806, 4.76417]","[37.4625, 126.43917]",244.23667012728149,1.68191983335906,35378.0,8735551.0,Long-haul flight,26-06-2020 19:16:00,27-06-2020 05:05:38
239861784,b738,Tenerife Island,Manchester,"[28.04445, -16.5725]","[53.35389, -2.275]",42.99485956385868,0.2230757812525028,15182.0,3116768.0,Long-haul flight,26-06-2020 19:11:00,26-06-2020 23:24:02
239861785,a319,Amsterdam,Belgrad,"[52.30806, 4.76417]","[44.81945, 20.30695]",15.337916249936118,0.05922291630141161,7388.0,1453275.0,Short-haul flight,26-06-2020 19:30:00,26-06-2020 21:33:08
239861786,b738,Lisbon,Amsterdam,"[38.77417, -9.13417]","[52.30806, 4.76417]",26.379980764960624,0.14190591663255894,9414.0,1926206.0,Medium-haul flight,26-06-2020 19:24:00,26-06-2020 22:00:54
239861787,a320,Saint-Louis,Budapest,"[47.59, 7.52917]","[47.43945, 19.26195]",15.931531795747972,0.09342949507935866,5603.0,924603.0,Short-haul flight,26-06-2020 19:20:00,26-06-2020 20:53:23
239861789,b77w,New York,Rome,"[40.64028, -73.77833]","[41.80028, 12.23889]",272.8205212658728,2.129583496694435,28160.0,6994189.0,Long-haul flight,26-06-2020 18:26:00,27-06-2020 02:15:20
239861792,b744,Luxembourg,Novosibirsk,"[49.62333, 6.20445]","[55.01167, 82.65167]",29.45057145445047,0.05576555773230179,21476.0,5065463.0,Long-haul flight,26-06-2020 19:27:00,27-06-2020 01:24:56
239861795,b752,Reykjavik,Liege,"[63.985, -22.60556]","[50.63639, 5.44278]",25.260603017715216,0.06269471053414433,11514.0,2262976.0,Medium-haul flight,26-06-2020 19:02:00,26-06-2020 22:13:54
239861796,a20n,Ankara,Istanbul,"[40.12806, 32.995]","[40.89833, 29.30917]",7.816883960660826,0.0383618022707246,2580.0,466150.0,Short-haul flight,26-06-2020 19:35:00,26-06-2020 20:18:00
239861797,b744,Cologne,Louisville,"[50.86583, 7.14278]","[38.18333, -85.73333]",35.977047631271205,0.06008234209296336,30660.0,7194273.0,Long-haul flight,26-06-2020 19:23:00,27-06-2020 03:54:00
239861798,b77w,Paris,St Denis,"[49.00972, 2.54778]","[-20.88333, 55.51667]",378.55215492607994,2.8546984581943975,39366.0,9508207.0,Long-haul flight,26-06-2020 19:31:00,27-06-2020 06:27:06
239861800,b752,Istanbul,Liege,"[40.89833, 29.30917]","[50.63639, 5.44278]",29.696276678124008,0.07447444750251583,12731.0,2170709.0,Medium-haul flight,26-06-2020 19:24:00,26-06-2020 22:56:11
239861801,b738,Beauvais/Tille,Roma,"[49.45445, 2.11278]","[41.79945, 12.59722]",18.170136274089693,0.10363466018544683,6464.0,1203811.0,Short-haul flight,26-06-2020 19:40:00,26-06-2020 21:27:44
239861802,a20n, Frankfurt,Hamburg,"[50.03333, 8.57056]","[53.63028, 9.98833]",12.157220323729467,0.06252035504865798,3702.0,506705.0,Short-haul flight,26-06-2020 19:29:00,26-06-2020 20:30:42
239861803,b788,Ezeiza,London,"[-34.82222, -58.53583]","[51.4775, -0.46139]",17.61926663029197,0.054858347144949554,47019.0,11382699.0,Long-haul flight,26-06-2020 19:22:21,27-06-2020 08:26:00
239861805,a20n, Frankfurt,Lisbon,"[50.03333, 8.57056]","[38.77417, -9.13417]",30.363926926636015,0.1405672539217521,10367.0,1972992.0,Medium-haul flight,26-06-2020 19:45:00,26-06-2020 22:37:47
239861806,b734,Shannon,Nottingham,"[52.70195, -8.92472]","[52.83111, -1.32778]",9.705704167579876,0.046379586196883246,3986.0,585001.0,Short-haul flight,26-06-2020 19:33:00,26-06-2020 20:39:26
239861809,b738,Lisbon,Bergamo,"[38.77417, -9.13417]","[45.66889, 9.70028]",25.568476464134356,0.13622941192188592,9051.0,1863341.0,Medium-haul flight,26-06-2020 19:37:00,26-06-2020 22:07:51
239861810,b738,,,,,11.479395600860272,0.06410111285894877,4575.0,821499.0,Short-haul flight,26-06-2020 19:27:44,26-06-2020 20:43:59
239861811,e190,Berlin,Helsinki,"[52.55972, 13.28778]","[60.31722, 24.96333]",12.432359488011542,0.051343484338300625,5978.0,1158430.0,Short-haul flight,26-06-2020 19:28:00,26-06-2020 21:07:38
239861812,b734,Geneva,Nuremberg,"[46.23833, 6.10945]","[49.49861, 11.07806]",11.360961718906328,0.0577013147243172,3639.0,568983.0,Short-haul flight,26-06-2020 19:22:00,26-06-2020 20:22:39
239861813,a321, Frankfurt,London,"[50.03333, 8.57056]","[51.4775, -0.46139]",17.699645073978544,0.14245543666859242,4410.0,696161.0,Short-haul flight,26-06-2020 19:33:00,26-06-2020 20:46:30
239861815,a320,Larnarca,Varna,"[34.87889, 33.63028]","[43.23195, 27.82528]",18.55070793288762,0.10370291103591732,6853.0,1235988.0,Short-haul flight,26-06-2020 19:16:00,26-06-2020 21:10:13
239861817,b77w,Hawthorne,Amsterdam,"[33.95, -118.4]","[52.30806, 4.76417]",365.17298667976706,2.87551107840573,36388.0,9485398.0,Long-haul flight,26-06-2020 19:21:00,27-06-2020 05:27:28
239861818,b744,Brussels,Covington,"[50.90139, 4.48445]","[39.04667, -84.66]",34.26075945368878,0.059917083927777094,29288.0,6751993.0,Long-haul flight,26-06-2020 19:31:00,27-06-2020 03:39:08
239861819,b752,Budapest,Leipzig,"[47.43945, 19.26195]","[51.42389, 12.23639]",10.769009113025586,0.029429412310197897,4540.0,763737.0,Short-haul flight,26-06-2020 19:20:00,26-06-2020 20:35:40
239861824,b748, Frankfurt,Sao Paulo,"[50.03333, 8.57056]","[-23.43333, -46.47]",66.03520858319087,0.08711414366751921,40763.0,10013634.0,Long-haul flight,26-06-2020 19:57:00,27-06-2020 07:16:23
239861825,a343,Chicago,Zurich,"[41.98, -87.905]","[47.45806, 8.54806]",63.42795904721198,0.14709570341467326,29641.0,7284583.0,Long-haul flight,26-06-2020 19:50:00,27-06-2020 04:04:01
239861826,a320,Madrid,Sofia,"[40.47222, -3.56083]","[42.695, 23.40833]",30.14163560962089,0.15894782093121237,11320.0,2351754.0,Medium-haul flight,26-06-2020 19:26:00,26-06-2020 22:34:40
239861828,b77w,London,Johannesburg,"[51.4775, -0.46139]","[-26.13917, 28.24611]",389.06759230132525,3.110969342706131,38534.0,9168741.0,Long-haul flight,26-06-2020 19:34:00,27-06-2020 06:16:14
239861829,a321,Mallorca Island,Madrid,"[39.55167, 2.73889]","[40.47222, -3.56083]",16.827767175745866,0.13746106972484207,4221.0,633058.0,Short-haul flight,26-06-2020 19:36:00,26-06-2020 20:46:21
239861830,a332,Istanbul,Milan,"[40.97611, 28.81417]","[45.63, 8.72306]",60.95139518154764,0.37217590566729714,9487.0,1751624.0,Medium-haul flight,26-06-2020 19:31:00,26-06-2020 22:09:07
239861831,a320,Milan,Cagliari,"[45.63, 8.72306]","[39.24722, 9.05611]",14.428125483850119,0.08849749832336505,4744.0,743096.0,Short-haul flight,26-06-2020 19:27:00,26-06-2020 20:46:04
239861832,a320,Milan,Alghero,"[45.63, 8.72306]","[40.63111, 8.28861]",13.293292809899436,0.08246054104427136,4299.0,593147.0,Short-haul flight,26-06-2020 19:37:00,26-06-2020 20:48:39
239861834,b738,Izmir,Ankara,"[38.28917, 27.155]","[40.12806, 32.995]",10.573591761694354,0.06761764339493008,3600.0,571744.0,Short-haul flight,26-06-2020 19:30:00,26-06-2020 20:30:00
239861835,b789,Newark,Rome,"[40.69667, -74.16833]","[41.80028, 12.23889]",83.04507056927655,0.4038209621285513,27790.0,7013204.0,Long-haul flight,26-06-2020 19:29:00,27-06-2020 03:12:10
239861836,b77w,Amsterdam,St Denis,"[52.30806, 4.76417]","[-20.88333, 55.51667]",393.2926895078738,3.0821712645783714,39560.0,9741962.0,Long-haul flight,26-06-2020 19:18:22,27-06-2020 06:17:42
239861837,b738,Barcelona,Kraków,"[41.29695, 2.07833]","[50.07778, 19.78472]",25.264533746978174,0.13857699133560492,8748.0,1742319.0,Medium-haul flight,26-06-2020 19:37:00,26-06-2020 22:02:48
239861838,a20n,,,,,18.900887865456937,0.0919438606866061,6172.0,1190700.0,Short-haul flight,26-06-2020 19:40:32,26-06-2020 21:23:24
239861839,b738,Trabzon,Izmir,"[40.99583, 39.78528]","[38.28917, 27.155]",22.629086918937425,0.13176555953955604,7080.0,1200305.0,Short-haul flight,26-06-2020 19:24:00,26-06-2020 21:22:00
239861840,b734,Brussels,Leipzig,"[50.90139, 4.48445]","[51.42389, 12.23639]",13.860263655908662,0.07119950544598015,4245.0,606438.0,Short-haul flight,26-06-2020 19:28:00,26-06-2020 20:38:45
239861842,a321,Bergen,Warsaw,"[60.29361, 5.21806]","[52.16583, 20.96722]",26.74470924226876,0.1922708439440323,7418.0,1367098.0,Short-haul flight,26-06-2020 19:45:00,26-06-2020 21:48:38
239861845,a320,Belfast,Edinburgh,"[54.6575, -6.21583]","[55.95, -3.3725]",7.867174829523834,0.05069413264798709,2459.0,239221.0,Short-haul flight,26-06-2020 19:19:00,26-06-2020 19:59:59
239861846,b734,Warsaw,Liege,"[52.16583, 20.96722]","[50.63639, 5.44278]",15.358192316651769,0.06507882916975176,5951.0,1126808.0,Short-haul flight,26-06-2020 19:33:00,26-06-2020 21:12:11
239861847,b788,Paris,Dzaoudzi,"[49.00972, 2.54778]","[-12.8, 45.28333]",15.433330526991137,0.0487058032949913,33145.0,8258745.0,Long-haul flight,26-06-2020 20:12:00,27-06-2020 05:24:25
239861850,b738,Minsk,Yerevan,"[53.8825, 28.03083]","[40.14722, 44.39583]",29.158145458740318,0.1504726075240512,10536.0,2215131.0,Medium-haul flight,26-06-2020 19:39:00,26-06-2020 22:34:36
239861851,b77w,London,Dubai,"[51.4775, -0.46139]","[25.24917, 55.36]",225.78978472707308,1.7598006571770728,23394.0,5767026.0,Long-haul flight,26-06-2020 19:43:00,27-06-2020 02:12:54
239861852,a320,Malmo,Budapest,"[55.54833, 13.35333]","[47.43945, 19.26195]",14.663095354625447,0.08113592113372944,5753.0,1008223.0,Short-haul flight,26-06-2020 20:01:00,26-06-2020 21:36:53
239861853,b788,Dublin,Newark,"[53.42139, -6.27]","[40.69667, -74.16833]",11.145897452957383,0.03876712064623046,22910.0,5340012.0,Long-haul flight,26-06-2020 19:42:00,27-06-2020 02:03:50
239861854,b734,Tenerife Island,Madrid,"[28.48278, -16.34167]","[40.47222, -3.56083]",21.698470423784606,0.08403902524991015,9125.0,1824894.0,Medium-haul flight,26-06-2020 19:32:00,26-06-2020 22:04:05
239861855,a320,Napoli,Stuttgart,"[40.88445, 14.29083]","[48.69, 9.22195]",14.957261247538547,0.0856553706569024,5428.0,1021873.0,Short-haul flight,26-06-2020 19:46:00,26-06-2020 21:16:28
239861856,b734,Minsk,Kyiv,"[53.8825, 28.03083]","[50.40195, 30.45195]",7.362776778255351,0.03412790737115652,3000.0,460029.0,Short-haul flight,26-06-2020 19:36:00,26-06-2020 20:26:00
239861857,b738,Cagliari,Roma,"[39.24722, 9.05611]","[41.79945, 12.59722]",9.309493677969362,0.061316098942109494,3108.0,461758.0,Short-haul flight,26-06-2020 19:50:00,26-06-2020 20:41:48
239861858,a332,,,,,44.23359394367783,0.28063903414806424,6571.0,1165835.0,Short-haul flight,26-06-2020 19:39:00,26-06-2020 21:28:31
239861859,b752,Roma,Leipzig,"[41.79945, 12.59722]","[51.42389, 12.23639]",14.678480231517252,0.041829344080239084,6318.0,1128773.0,Short-haul flight,26-06-2020 19:38:00,26-06-2020 21:23:18
239861860,a320,Bristol,Belfast,"[51.38278, -2.71917]","[54.6575, -6.21583]",10.107926812138409,0.060682277491071066,3540.0,504987.0,Short-haul flight,26-06-2020 19:29:00,26-06-2020 20:28:00
239861861,a319,Palermo,Verona,"[38.18195, 13.09945]","[45.39639, 10.88778]",9.547746148580236,0.03792287753511299,4691.0,845810.0,Short-haul flight,26-06-2020 19:44:00,26-06-2020 21:02:11
239861864,b734,Edinburgh,Rennes/Saint-Jacques,"[55.95, -3.3725]","[48.07195, -1.73222]",16.965098265496085,0.07740140119292438,6013.0,945113.0,Short-haul flight,26-06-2020 19:34:00,26-06-2020 21:14:13
239861865,b734,Hamburg,Tirana,"[53.63028, 9.98833]","[41.41472, 19.72056]",18.99993334881733,0.07481730751799599,8084.0,1610355.0,Medium-haul flight,26-06-2020 19:58:00,26-06-2020 22:12:44
239861866,a320,Marseille,Tunis,"[43.43667, 5.215]","[36.85111, 10.22695]",15.221232220388558,0.09158404913795132,4901.0,884762.0,Short-haul flight,26-06-2020 19:32:00,26-06-2020 20:53:41
239861868,b752,Rennes/Saint-Jacques,Paris,"[48.07195, -1.73222]","[49.00972, 2.54778]",7.176979904732081,0.02074783689964489,2873.0,380724.0,Short-haul flight,26-06-2020 19:37:00,26-06-2020 20:24:53
239861869,b734,Brescia,Cagliari,"[45.42889, 10.33056]","[39.24722, 9.05611]",10.01846615872535,0.04530123478673572,4107.0,715107.0,Short-haul flight,26-06-2020 19:49:00,26-06-2020 20:57:27
239861870,b738,Adana,Izmir,"[36.98222, 35.28028]","[38.28917, 27.155]",15.278552214684169,0.09583452914818394,4740.0,782007.0,Short-haul flight,26-06-2020 19:34:00,26-06-2020 20:53:00
239861871,a332,Dublin,Nottingham,"[53.42139, -6.27]","[52.83111, -1.32778]",25.034059898679185,0.18562312176883886,3074.0,405829.0,Short-haul flight,26-06-2020 19:40:00,26-06-2020 20:31:14
239861872,a20n, Frankfurt,Stockholm,"[50.03333, 8.57056]","[59.65195, 17.91861]",21.41166592025757,0.10503739274893681,7003.0,1327622.0,Short-haul flight,26-06-2020 19:41:00,26-06-2020 21:37:43
239861874,b734,Rochefort,Leipzig,"[44.82861, -0.71528]","[51.42389, 12.23639]",17.00485905000688,0.06955863711723974,7109.0,1349041.0,Short-haul flight,26-06-2020 19:42:00,26-06-2020 21:40:29
239861875,b734,Valencia,Barcelona,"[39.48945, -0.48167]","[41.29695, 2.07833]",7.183984555378545,0.03853688728418527,2361.0,318494.0,Short-haul flight,26-06-2020 19:43:00,26-06-2020 20:22:21
239861877,b772,Shannon,Baltimore,"[52.70195, -8.92472]","[39.175, -76.66833]",179.018387946525,1.3264878957202735,24035.0,5491954.0,Long-haul flight,26-06-2020 19:36:00,27-06-2020 02:16:35
239861878,b752,Amsterdam,Leipzig,"[52.30806, 4.76417]","[51.42389, 12.23639]",8.96945572393621,0.024272526073079344,3957.0,541145.0,Short-haul flight,26-06-2020 19:45:00,26-06-2020 20:50:57
239861879,b752,Barcelona,Leipzig,"[41.29695, 2.07833]","[51.42389, 12.23639]",14.80953413327076,0.03682302387057395,7689.0,1446245.0,Short-haul flight,26-06-2020 19:42:19,26-06-2020 21:50:28
239861880,a20n,Stockholm,Copenhagen,"[59.65195, 17.91861]","[55.61806, 12.65611]",13.006701181312017,0.06649709033809029,3968.0,566942.0,Short-haul flight,26-06-2020 19:51:01,26-06-2020 20:57:09
239861882,a320,Barcelona,London,"[41.29695, 2.07833]","[51.4775, -0.46139]",18.389482040495295,0.10113234113383611,6679.0,1257122.0,Short-haul flight,26-06-2020 19:42:00,26-06-2020 21:33:19
239861883,b738,,,,,40.537582008978724,0.2214269410291171,13438.0,2581567.0,Medium-haul flight,26-06-2020 19:44:00,26-06-2020 23:27:58
239861884,b738,Cologne,Edremit,"[50.86583, 7.14278]","[39.5525, 27.01028]",31.14791410382701,0.1710206852967275,10380.0,2084261.0,Medium-haul flight,26-06-2020 19:57:00,26-06-2020 22:50:00
239861885,b734,Catania,Torino,"[37.46667, 15.06389]","[45.2025, 7.64945]",15.848658546319603,0.06572344262285083,6395.0,1109884.0,Short-haul flight,26-06-2020 19:57:00,26-06-2020 21:43:35
239861886,b738,,,,,38.654199434542384,0.21014271165213702,12983.0,2506029.0,Medium-haul flight,26-06-2020 19:37:00,26-06-2020 23:13:23
239861887,b738,Budapest,London,"[47.43945, 19.26195]","[51.885, 0.235]",22.760081142051806,0.1250365145349345,8048.0,1509034.0,Medium-haul flight,26-06-2020 19:47:00,26-06-2020 22:01:08
239861888,b77w,Tel Aviv,Istanbul,"[32.00945, 34.88556]","[41.27528, 28.75195]",57.111796508795486,0.46134111784388093,6480.0,1340362.0,Short-haul flight,26-06-2020 19:25:00,26-06-2020 21:13:00
239861889,a359,,,,,80.8075676216132,0.30102405535679877,27009.0,6251634.0,Long-haul flight,26-06-2020 19:42:23,27-06-2020 03:12:32
239861890,b752,Warsaw,Leipzig,"[52.16583, 20.96722]","[51.42389, 12.23639]",8.498919336472902,0.022308795724264394,4158.0,698405.0,Short-haul flight,26-06-2020 19:39:00,26-06-2020 20:48:18
239861891,a332,Madrid,Leipzig,"[40.47222, -3.56083]","[51.42389, 12.23639]",63.08456147170831,0.3847858855848456,9267.0,1852753.0,Medium-haul flight,26-06-2020 19:43:00,26-06-2020 22:17:27
239861892,b77w,Amsterdam,Sao Paulo,"[52.30806, 4.76417]","[-23.43333, -46.47]",410.43204981121784,3.2329177060390575,42261.0,10020359.0,Long-haul flight,26-06-2020 19:45:00,27-06-2020 07:29:21
239861893,b738,Athens,Budapest,"[37.93667, 23.94445]","[47.43945, 19.26195]",18.16015862038207,0.1013825831936497,6658.0,1213011.0,Short-haul flight,26-06-2020 20:05:00,26-06-2020 21:55:58
239861894,b738,Gaziantep,Izmir,"[36.94778, 37.47889]","[38.28917, 27.155]",16.383849122946103,0.09231961860682637,5520.0,1023628.0,Short-haul flight,26-06-2020 19:53:00,26-06-2020 21:25:00
239861895,a320,Rome,Alghero,"[41.80028, 12.23889]","[40.63111, 8.28861]",10.074361995427052,0.0675435816931111,3157.0,394656.0,Short-haul flight,26-06-2020 19:49:00,26-06-2020 20:41:37
239861897,b77w, Frankfurt,Mexico City,"[50.03333, 8.57056]","[19.435, -99.075]",374.4577405816882,2.765991266362799,40555.0,9765008.0,Long-haul flight,26-06-2020 19:43:00,27-06-2020 06:58:55
239861898,a20n,Istanbul,Almaty,"[41.27528, 28.75195]","[43.35556, 77.04389]",51.43071499625015,0.2586625940982127,16600.0,4049577.0,Long-haul flight,26-06-2020 19:29:00,27-06-2020 00:05:40
239861899,a320,Bergamo,Cluj-Napoca,"[45.66889, 9.70028]","[46.78917, 23.69222]",15.903903733756065,0.08952652700057484,6093.0,1160203.0,Short-haul flight,26-06-2020 19:48:00,26-06-2020 21:29:33
239861900,b738,,,,,26.51245036188142,0.1431035430983712,8966.0,1728118.0,Medium-haul flight,26-06-2020 19:36:00,26-06-2020 22:05:26
239861901,a321,Beauvais/Tille,Sofia,"[49.45445, 2.11278]","[42.695, 23.40833]",34.46754635090433,0.24398047457430144,9142.0,1848225.0,Medium-haul flight,26-06-2020 19:53:00,26-06-2020 22:25:22
239861902,a320,,,,,18.834138139714923,0.10204700084443637,7199.0,1417758.0,Short-haul flight,26-06-2020 19:57:00,26-06-2020 21:56:59
239861903,a319,Ajaccio/Napoleon Bonaparte,Nantes,"[41.92389, 8.8025]","[47.15695, -1.60778]",11.5613042639596,0.04526035240823439,5894.0,1051630.0,Short-haul flight,26-06-2020 19:38:00,26-06-2020 21:16:14
239861904,b738,Roma,Manchester,"[41.79945, 12.59722]","[53.35389, -2.275]",24.319890592349857,0.12999080350527942,8765.0,1747990.0,Medium-haul flight,26-06-2020 20:12:00,26-06-2020 22:38:05
239861905,b738,,,,,35.44506811550939,0.19731487242495063,11674.0,2190500.0,Medium-haul flight,26-06-2020 19:59:00,26-06-2020 23:13:34
239861906,a320,Bologna,Sofia,"[44.53083, 11.29695]","[42.695, 23.40833]",17.287782773682117,0.1021061961456028,5809.0,1060816.0,Short-haul flight,26-06-2020 20:04:00,26-06-2020 21:40:49
239861907,b738,Catania,Bergamo,"[37.46667, 15.06389]","[45.66889, 9.70028]",16.628228790850613,0.09592300354040403,6032.0,1060994.0,Short-haul flight,26-06-2020 20:01:00,26-06-2020 21:41:32
239861908,b752,Porto,Cologne,"[41.23556, -8.67806]","[50.86583, 7.14278]",18.15248743760753,0.04597611755854587,8219.0,1688281.0,Medium-haul flight,26-06-2020 19:52:00,26-06-2020 22:08:59
239861910,b734,London,Belfast,"[51.885, 0.235]","[54.6575, -6.21583]",10.331553101660846,0.051185596003772496,3512.0,550735.0,Short-haul flight,26-06-2020 19:41:00,26-06-2020 20:39:32
239861911,b734,Madrid,Alava,"[40.47222, -3.56083]","[42.88278, -2.72445]",7.855475696211319,0.04195061115835953,2571.0,327848.0,Short-haul flight,26-06-2020 19:51:00,26-06-2020 20:33:51
239861912,b752,Edinburgh,Nottingham,"[55.95, -3.3725]","[52.83111, -1.32778]",9.439732849938121,0.02756526985021958,3534.0,464068.0,Short-haul flight,26-06-2020 19:44:00,26-06-2020 20:42:54
239861913,b772,Amsterdam,Singapore,"[52.30806, 4.76417]","[1.35917, 103.98917]",302.769633989033,2.144201149103434,42903.0,10838828.0,Long-haul flight,26-06-2020 19:56:12,27-06-2020 07:51:15
239861914,a332,Istanbul,Cologne,"[40.97611, 28.81417]","[50.86583, 7.14278]",64.8321411307973,0.3752285499558431,10844.0,2163183.0,Medium-haul flight,26-06-2020 19:51:00,26-06-2020 22:51:44
239861915,b752,Helsinki,Leipzig,"[60.31722, 24.96333]","[51.42389, 12.23639]",11.46574778602677,0.027609206365512444,7545.0,1408265.0,Short-haul flight,26-06-2020 19:50:00,26-06-2020 21:55:45
239861916,a20n,Lisbon,Ponta Delgada,"[38.77417, -9.13417]","[37.74195, -25.69778]",21.550480010019353,0.10529709697418145,7500.0,1485281.0,Short-haul flight,26-06-2020 20:21:00,26-06-2020 22:26:00
239861919,b738,Bergamo,Dublin,"[45.66889, 9.70028]","[53.42139, -6.27]",21.5778363187692,0.11743912832184836,7593.0,1493148.0,Short-haul flight,26-06-2020 19:55:00,26-06-2020 22:01:33
239861921,a332,Nottingham,Leipzig,"[52.83111, -1.32778]","[51.42389, 12.23639]",39.766444387635204,0.25791521101046067,5713.0,998195.0,Short-haul flight,26-06-2020 20:03:00,26-06-2020 21:38:13
239861922,b744,Baku,Hahn,"[40.46972, 50.05139]","[49.94583, 7.26111]",23.589452955664928,0.04773340217228166,16856.0,3672262.0,Long-haul flight,26-06-2020 20:01:00,27-06-2020 00:41:56
239861925,a320,Leipzig,Kyiv,"[51.42389, 12.23639]","[50.40195, 30.45195]",18.942497205856853,0.10337442144280355,7320.0,1283143.0,Short-haul flight,26-06-2020 19:38:00,26-06-2020 21:40:00
239861927,a20n,London,Budapest,"[51.87472, -0.36833]","[47.43945, 19.26195]",24.197497931712032,0.11723566368771936,8018.0,1534352.0,Medium-haul flight,26-06-2020 19:46:00,26-06-2020 21:59:38
239861929,b738,Munich,Ankara,"[48.35389, 11.78611]","[40.12806, 32.995]",27.731979941065568,0.15372787340074787,9300.0,2012541.0,Medium-haul flight,26-06-2020 20:30:00,26-06-2020 23:05:00
239861930,b752,Vilnius,Leipzig,"[54.63695, 25.28778]","[51.42389, 12.23639]",11.832911910302894,0.030049984456954712,5862.0,1040715.0,Short-haul flight,26-06-2020 19:48:00,26-06-2020 21:25:42
239861933,b734,Nottingham,Edinburgh,"[52.83111, -1.32778]","[55.95, -3.3725]",8.957696933329283,0.045783700487036484,2860.0,387071.0,Short-haul flight,26-06-2020 20:05:00,26-06-2020 20:52:40
239861934,b738,Nice,Amsterdam,"[43.66528, 7.215]","[52.30806, 4.76417]",18.395648517786505,0.10518218628046488,6176.0,1135865.0,Short-haul flight,26-06-2020 20:15:00,26-06-2020 21:57:56
239861935,b77w,Amsterdam,Seoul,"[52.30806, 4.76417]","[37.4625, 126.43917]",332.5841142327322,2.5561711548983426,34355.0,8737455.0,Long-haul flight,26-06-2020 19:47:00,27-06-2020 05:19:35
239861937,a321,Barcelona,Sofia,"[41.29695, 2.07833]","[42.695, 23.40833]",33.84969823662467,0.2437245095622289,8936.0,1850705.0,Medium-haul flight,26-06-2020 20:14:00,26-06-2020 22:42:56
